Bestellnummer,Hersteller,Werkstoff,Oesenform,d[mm] Drahtdurchmesser,De[mm] Ausserer Windungsdurchmesser,Detol[mm] (+-) Tolereanz fuer ausseren Windungsdurchmesser,Dh[mm] Kleinster Huelsendurchmesser,Oesenstellung,Oesensttol,L0[mm] Laenge unbelastete Feder,L0tol[mm] (+-) Toleranz fuer ungespannte Laenge,Lk[mm] Laenge der unbelasteten Feder,Lh[mm] Abstand der Oeseninnenkante vom Federkoerper,F0[N] Innere Vorspannkraft,Fn[N] Hoechstkraft bei statischer Belastung,Fntol[N] (+-) Toleranz bei statischer Hoechstkraft,k[N/mm] Federrate,Sn[mm] Groesster Federweg bei statischer Belastung,Masse,Preisgruppe,W[Nmm] Federungsarbeit,Ln[mm] Maximal zulaessige Laenge,Lr[mm] Relevante Laenge,Lf[mm] Freie Laenge,V[Nmm] Maximale potentielle Energie
RZ-136AX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,270,44,124,2.4,95.5,14.25,7.101,103.4,5.84,0.374,257.27,75.699,ZO,14214.29614,381.27,276.4705882,104.7994118,14293.52941
RZ-136BI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,180,47,138,2.4,109,14.5,7.101,103.4,5.75,0.327,294.41,86.234,ZO,16266.29971,432.41,316.2079511,116.2020489,16347.95107
RZ-136BX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,270,47,138,2.4,109.5,14.25,7.101,103.4,5.75,0.326,295.79,86.625,ZO,16342.5454,433.79,317.1779141,116.6120859,16398.09816
RZ-136CI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,180,51,154,2.4,125,14.5,7.101,103.4,5.69,0.285,338.44,98.721,ZQ,18698.97922,492.44,362.8070175,129.6329825,18757.12281
RZ-136CX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,270,51,154,2.4,145.5,14.25,7.101,103.4,5.69,0.244,394.8,114.719,ZQ,21812.8974,548.8,423.7704918,125.0295082,21908.93443
RZ-136DI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,180,54,170,3,141,14.5,7.101,103.4,5.63,0.252,382.46,111.207,ZQ,21131.10623,552.46,410.3174603,142.1425397,21213.4127
RZ-136DX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,270,54,170,3,141.5,14.25,7.101,103.4,5.63,0.251,383.84,111.598,ZQ,21207.35192,553.84,411.9521912,141.8878088,21297.92829
RZ-136E-10I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18.6,0.45,22.1,180,18,49,1.3,25,12,8.551,121.3,8.39,2.661,42.4,17.165,ZK,2752.8412,91.4,45.58436678,45.81563322,2764.691845
RZ-136E-10X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18.6,0.45,22.1,270,18,49,1.3,25.5,11.75,8.551,121.3,8.39,2.605,43.3,17.489,ZK,2811.27415,92.3,46.56429942,45.73570058,2824.12476
RZ-136EI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,180,57,186,3,157,14.5,7.101,103.4,5.58,0.226,426.49,123.694,ZR,23563.78575,612.49,457.5221239,154.9678761,23653.89381
RZ-136EX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,270,57,186,3,157.5,14.25,7.101,103.4,5.58,0.225,427.86,124.084,ZR,23639.47893,613.86,459.5555556,154.3044444,23759.02222
RZ-136I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,180,41,110,2.4,81,14.5,7.101,103.4,6,0.443,217.37,64.383,ZN,12009.80119,327.37,233.4085779,93.96142212,12067.22348
RZ-136X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,22,0.45,25.5,270,41,110,2.4,81.5,14.25,7.101,103.4,5.99,0.44,218.75,64.773,ZN,12086.04688,328.75,235,93.75,12149.5
RZ-137AI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18.6,0.45,22.1,180,33,95,1.8,71,12,8.551,121.3,7.5,0.887,127.1,46.961,ZM,8252.03105,222.1,136.7531003,85.34689966,8294.075536
RZ-137AX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18.6,0.45,22.1,270,33,95,1.8,71.5,11.75,8.551,121.3,7.5,0.881,128,47.285,ZM,8310.464,223,137.6844495,85.31555051,8350.561862
RZ-137I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18.6,0.45,22.1,180,26,65,1.8,41,12,8.551,121.3,8.22,1.569,71.86,27.529,ZL,4665.54643,136.86,77.31038878,59.54961122,4688.87508
RZ-137X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18.6,0.45,22.1,270,26,65,1.8,41.5,11.75,8.551,121.3,8.19,1.55,72.79,27.852,ZL,4725.927145,137.79,78.25806452,59.53193548,4746.351613
RZ-138AI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18.6,0.45,22.1,180,48,160,2.4,135,12.5,8.551,121.3,6.81,0.46,245.08,88.416,ZQ,15911.94154,405.08,263.6956522,141.3843478,15993.1413
RZ-138AX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18.6,0.45,22.1,270,48,160,2.4,135.5,12.25,8.551,121.3,6.8,0.459,246,88.74,ZQ,15971.673,406,264.2701525,141.7298475,16027.98475
RZ-138I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18.6,0.45,22.1,180,46,147,2.4,123,12,8.551,121.3,6.86,0.506,222.96,80.643,ZQ,14475.78948,369.96,239.7233202,130.2366798,14539.21937
RZ-138X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18.6,0.45,22.1,270,46,147,2.4,123.5,11.75,8.551,121.3,6.86,0.504,223.88,80.967,ZQ,14535.52094,370.88,240.6746032,130.2053968,14596.91468
RZ-139I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,180,20,48.4,1.1,25,11.7,9.441,125.1,9.91,2.972,38.93,16.544,ZJ,2618.840565,87.33,42.09286676,45.23713324,2632.908816
RZ-139X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,270,20,48.4,1.1,25.5,11.45,9.441,125.1,9.85,2.909,39.78,16.857,ZJ,2676.02049,88.18,43.00446889,45.17553111,2689.929529
RZ-140AI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,180,32,87.4,1.5,65,11.2,9.441,125.1,7.83,1.085,106.65,41.517,ZK,7174.398825,194.05,115.2995392,78.75046083,7211.986175
RZ-140AX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,270,33,87.4,1.5,65.5,10.95,9.441,125.1,7.82,1.077,107.79,41.83,ZK,7251.087195,195.19,116.1559889,79.03401114,7265.557103
RZ-140I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,180,25,64.4,1.5,41,11.7,9.441,125.1,8.61,1.753,66.02,26.534,ZK,4441.19841,130.42,71.36337707,59.05662293,4463.779236
RZ-140X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,270,26,64.4,1.5,41.5,11.45,9.441,125.1,8.58,1.731,66.87,26.846,ZK,4498.378335,131.27,72.27036395,58.99963605,4520.511265
RZ-141AI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,180,39,118,2,95,11.5,9.441,125.1,7.37,0.735,157.43,60.247,ZN,10590.39482,275.43,170.2040816,105.2259184,10646.26531
RZ-141AX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,270,39,118,2,95.5,11.25,9.441,125.1,7.37,0.731,158.28,60.559,ZN,10647.57474,276.28,171.1354309,105.1445691,10704.5212
RZ-141BI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,180,42,132,2,109,11.5,9.441,125.1,7.25,0.639,181.13,68.987,ZO,12184.70567,313.13,195.7746479,117.3553521,12245.70423
RZ-141BX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,270,42,132,2,109.5,11.25,9.441,125.1,7.24,0.636,181.9,69.3,ZO,12236.50395,313.9,196.6981132,117.2018868,12303.46698
RZ-141CI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,180,45,148,2,125,11.5,9.441,125.1,7.17,0.556,208.22,78.977,ZO,14007.06351,356.22,225,131.22,14073.75
RZ-141CX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,270,45,148,2,125.5,11.25,9.441,125.1,7.16,0.553,209.06,79.289,ZO,14063.57073,357.06,226.2206148,130.8393852,14150.09946
RZ-141DI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,180,48,164,2.5,141,11.5,9.441,125.1,7.1,0.492,235.3,88.966,ZP,15828.74865,399.3,254.2682927,145.0317073,15904.48171
RZ-141DX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,270,48,164,2.5,141.5,11.25,9.441,125.1,7.09,0.49,236.15,89.278,ZP,15885.92858,400.15,255.3061224,144.8438776,15969.39796
RZ-141E-10I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,180,17,41,1.1,21,10,11.6,139.7,11.57,5.371,23.8,12.291,ZG,1800.47,64.8,26.01005399,38.78994601,1816.802271
RZ-141E-10X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,270,17,41,1.1,21.5,9.75,11.6,139.7,11.5,5.233,24.5,12.565,ZG,1853.425,65.5,26.6959679,38.8040321,1864.713358
RZ-141EI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,180,51,180,2.5,157,11.5,9.441,125.1,7.03,0.441,262.2,98.955,ZQ,17638.3251,442.2,283.6734694,158.5265306,17743.77551
RZ-141EX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,270,51,180,2.5,157.5,11.25,9.441,125.1,7.03,0.44,263.23,99.267,ZQ,17707.61372,443.23,284.3181818,158.9118182,17784.10227
RZ-141FI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,180,22,53,1.1,33,10,11.6,139.7,11.01,3.292,38.94,18.847,ZJ,2945.811,91.94,42.43620899,49.50379101,2964.169198
RZ-141FX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,270,22,53,1.1,33.5,9.75,11.6,139.7,10.97,3.239,39.56,19.12,ZJ,2992.714,92.56,43.13059586,49.42940414,3012.672121
RZ-141GI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,180,32,87,1.5,67,10,11.6,139.7,9.41,1.57,81.64,37.42,ZK,6176.066,168.64,88.98089172,79.65910828,6215.315287
RZ-141GX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,270,32,87,1.5,67.5,9.75,11.6,139.7,9.4,1.558,82.27,37.693,ZK,6223.7255,169.27,89.66623877,79.60376123,6263.186778
RZ-141HI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,180,40,121,2,101,10,11.6,139.7,8.8,1.031,124.35,55.994,ZN,9407.0775,245.35,135.499515,109.850485,9464.641125
RZ-141HX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,270,40,121,2,101.5,9.75,11.6,139.7,8.79,1.026,124.97,56.267,ZN,9453.9805,245.97,136.1598441,109.8101559,9510.765107
RZ-141I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,180,36,104,2,81,11.5,9.441,125.1,7.56,0.865,133.73,51.507,ZM,8996.083965,237.73,144.6242775,93.10572254,9046.248555
RZ-141JI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,180,46,155,2,135,10,11.6,139.7,8.58,0.767,167.05,74.567,ZO,12637.3325,322.05,182.1382008,139.9117992,12722.35332
RZ-141JX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,270,46,155,2,135.5,9.75,11.6,139.7,8.58,0.764,167.68,74.841,ZO,12684.992,322.68,182.8534031,139.8265969,12772.31021
RZ-141KI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,180,51,189,2.5,169,10,11.6,139.7,8.42,0.611,209.76,93.141,ZQ,15868.344,398.76,228.6415712,170.1184288,15970.61375
RZ-141KX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,16,0.3,19.3,270,51,189,2.5,169.5,9.75,11.6,139.7,8.42,0.609,210.38,93.414,ZQ,15915.247,399.38,229.3924466,169.9875534,16023.0624
RZ-141X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,18,0.3,21.3,270,36,104,2,81.5,11.25,9.441,125.1,7.56,0.86,134.58,51.819,ZM,9053.26389,238.58,145.4651163,93.11488372,9098.843023
RZ-142I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,180,19,42.8,1.1,25,8.9,13.3,153,14.57,6.233,22.42,12.925,ZH,1864.223,65.22,24.54676721,40.67323279,1877.827691
RZ-142X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,270,19,42.8,1.1,25.5,8.65,13.3,153,14.46,6.1,22.91,13.169,ZH,1904.9665,65.71,25.08196721,40.62803279,1918.770492
RZ-143I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,180,24,58.8,1.1,41,8.9,13.3,153,12.57,3.676,38.02,20.729,ZK,3161.363,96.82,41.62132753,55.19867247,3184.031556
RZ-143X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,270,25,58.8,1.1,41.5,8.65,13.3,153,12.53,3.629,38.51,20.973,ZK,3202.1065,97.31,42.16037476,55.14962524,3225.268669
RZ-144AI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,180,38,112,2,95,8.5,13.3,153,10.68,1.542,90.67,47.068,ZM,7539.2105,202.67,99.22178988,103.4482101,7590.466926
RZ-144AX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,270,38,112,2,95.5,8.25,13.3,153,10.67,1.533,91.16,47.312,ZM,7579.954,203.16,99.80430528,103.3556947,7635.029354
RZ-144BI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,180,40,126,2,109,8.5,13.3,153,10.49,1.34,104.32,53.897,ZN,8674.208,230.32,114.1791045,116.1408955,8734.701493
RZ-144BX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,270,40,126,2,109.5,8.25,13.3,153,10.49,1.334,104.81,54.14,ZN,8714.9515,230.81,114.6926537,116.1173463,8773.988006
RZ-144CI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,180,43,142,2,125,8.5,13.3,153,10.37,1.166,119.92,61.7,ZN,9971.348,261.92,131.2178388,130.7021612,10038.16467
RZ-144CX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,270,43,142,2,125.5,8.25,13.3,153,10.37,1.161,120.41,61.944,ZN,10012.0915,262.41,131.7829457,130.6270543,10081.39535
RZ-144DI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,180,46,158,2,141,8.5,13.3,153,10.26,1.031,135.52,69.504,ZO,11268.488,293.52,148.399612,145.120388,11352.57032
RZ-144DX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,270,46,158,2,141.5,8.25,13.3,153,10.26,1.028,136.01,69.748,ZO,11309.2315,294.01,148.8326848,145.1773152,11385.70039
RZ-144EI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,180,49,174,2.5,157,8.5,13.3,153,10.17,0.925,151.12,77.309,ZO,12565.628,325.12,165.4054054,159.7145946,12653.51351
RZ-144EX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,270,49,174,2.5,157.5,8.25,13.3,153,10.16,0.922,151.31,77.552,ZO,12581.4265,325.31,165.9436009,159.3663991,12694.68547
RZ-144I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,180,35,98.8,1.5,81,8.9,13.3,153,10.98,1.815,77.02,40.24,ZL,6404.213,175.82,84.29752066,91.52247934,6448.760331
RZ-144X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,14.5,0.3,17.8,270,35,98.8,1.5,81.5,8.65,13.3,153,10.97,1.803,77.57,40.483,ZL,6449.9455,176.37,84.85856905,91.51143095,6491.680532
RZ-145I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,180,18,38.3,0.8,25,6.65,15.7,181.5,22.2,12.174,13.62,10.34,ZH,1342.932,51.92,14.90882208,37.01117792,1352.975604
RZ-145X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,270,18,38.3,0.8,25.5,6.4,15.7,181.5,22.03,11.915,13.92,10.535,ZH,1372.512,52.22,15.23289971,36.98710029,1382.385648
RZ-146AI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,180,27,66.8,1.5,53,6.9,15.7,181.5,17.94,5.49,30.2,21.266,ZK,2977.72,97,33.06010929,63.93989071,3000.204918
RZ-146AX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,270,27,66.8,1.5,53.5,6.65,15.7,181.5,17.9,5.437,30.5,21.461,ZK,3007.3,97.3,33.38237999,63.91762001,3029.450984
RZ-146I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,180,24,54.8,1.1,41,6.9,15.7,181.5,19.03,7.18,23.09,16.584,ZJ,2276.674,77.89,25.27855153,52.61144847,2294.028552
RZ-146X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,270,24,54.8,1.1,41.5,6.65,15.7,181.5,18.97,7.089,23.39,16.779,ZJ,2306.254,78.19,25.60304697,52.58695303,2323.476513
RZ-147AAI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,180,34,96.8,1.5,83,6.9,15.7,181.5,16.43,3.457,47.96,32.972,ZL,4728.856,144.76,52.50216951,92.25783049,4764.571883
RZ-147AAX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,270,34,96.8,1.5,83.5,6.65,15.7,181.5,16.41,3.436,48.26,33.167,ZL,4758.436,145.06,52.82305006,92.23694994,4793.691793
RZ-147AI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,180,36,108,2,95,6.5,15.7,181.5,16.04,3.011,55.07,37.654,ZL,5429.902,163.07,60.27897708,102.7910229,5470.31717
RZ-147AX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,270,37,108,2,95.5,6.25,15.7,181.5,16.02,2.995,55.36,37.849,ZL,5458.496,163.36,60.60100167,102.7589983,5499.540902
RZ-147B-01I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,180,40,126,2,113,6.5,15.7,181.5,15.68,2.523,65.73,44.678,ZL,6480.978,191.73,71.93816885,119.7918312,6528.388823
RZ-147B-01X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,270,40,126,2,113.5,6.25,15.7,181.5,15.68,2.511,66.02,44.873,ZL,6509.572,192.02,72.28195938,119.7380406,6559.587814
RZ-147BI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,180,39,122,2,109,6.5,15.7,181.5,15.74,2.617,63.36,43.117,ZL,6247.296,185.36,69.35422239,116.0057776,6293.895682
RZ-147BX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,270,39,122,2,109.5,6.25,15.7,181.5,15.73,2.605,63.65,43.312,ZL,6275.89,185.65,69.67370441,115.9762956,6322.888676
RZ-147CI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,180,42,138,2,125,6.5,15.7,181.5,15.54,2.276,72.83,49.36,ZL,7181.038,210.83,79.74516696,131.084833,7236.873902
RZ-147CX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,270,42,138,2,125.5,6.25,15.7,181.5,15.53,2.267,73.13,49.556,ZL,7210.618,211.13,80.06175562,131.0682444,7265.604323
RZ-147DI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,180,45,154.8,2,141,6.5,15.7,181.5,15.37,2.014,82.31,55.604,ZN,8115.766,237.11,90.11916584,146.9908342,8178.3143
RZ-147DX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,270,45,154.8,2,141.5,6.25,15.7,181.5,15.36,2.007,82.6,55.799,ZN,8144.36,237.4,90.43348281,146.9665172,8206.838565
RZ-147E-01I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,10,0.35,13.4,180,15,29.6,0.8,19,5.3,23.6,212,39.4,32.169,5.86,6.399,ZH,690.308,35.46,6.59019553,28.86980447,698.5607262
RZ-147E-01X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,10,0.35,13.4,270,15,29.6,0.8,19.5,5.05,23.6,212,38.89,31.25,6.03,6.555,ZH,710.334,35.63,6.784,28.846,719.104
RZ-147E-02I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,10,0.35,13.4,180,20,41.6,1.1,31,5.3,23.6,212,32.07,18.858,10,10.145,ZJ,1178,51.6,11.24191325,40.35808675,1191.642804
RZ-147E-02X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,10,0.35,13.4,270,20,41.6,1.1,31.5,5.05,23.6,212,31.93,18.538,10.17,10.301,ZJ,1198.026,51.77,11.43596936,40.33403064,1212.212752
RZ-147E-03I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,10,0.35,13.4,180,25,57.6,1.1,47,5.3,23.6,212,28.7,12.153,15.51,15.14,ZJ,1827.078,73.11,17.44425245,55.66574755,1849.090759
RZ-147E-03X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,10,0.35,13.4,270,25,57.6,1.1,47.5,5.05,23.6,212,28.63,12.019,15.69,15.296,ZJ,1848.282,73.29,17.63873866,55.65126134,1869.706298
RZ-147E-10I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,10,0.35,13.4,180,30,85.5,1.5,75,5.25,23.6,212,26,7.491,25.15,23.88,ZL,2962.67,110.65,28.30062742,82.34937258,2999.866506
RZ-147E-10X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,10,0.35,13.4,270,30,85.5,1.5,75,5.25,23.6,212,26,7.491,25.15,23.88,ZL,2962.67,110.65,28.30062742,82.34937258,2999.866506
RZ-147E-20I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,30,0.5,13.4,180,23,67,1.8,23.1,21.95,3.5,104.3,7,1.004,100.4,29.533,ZM,5411.56,167.4,103.8844622,63.51553785,5417.574701
RZ-147E-20X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,30,0.5,13.4,270,23,67,1.8,23.65,21.68,3.5,104.3,7,0.979,103,30.189,ZM,5551.7,170,106.5372829,63.46271706,5555.919305
RZ-147E-21I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,30,0.5,13.4,180,30,82.3,1.8,36.3,23,3.5,104.3,6.7,0.616,163.8,45.283,ZN,8828.82,246.1,169.3181818,76.78181818,8829.943182
RZ-147E-21X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,30,0.5,13.4,270,30,82.3,1.8,36.85,22.73,3.5,104.3,6.7,0.606,166.4,45.94,ZN,8968.96,248.7,172.1122112,76.58778878,8975.651815
RZ-147E-22I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,30,0.5,13.4,180,36,102,2.4,56.1,22.95,3.5,104.3,6.5,0.389,258.9,68.909,ZN,13954.71,360.9,268.1233933,92.77660668,13982.63496
RZ-147E-22X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,30,0.5,13.4,270,36,102,2.4,56.65,22.68,3.5,104.3,6.5,0.386,261.5,69.566,ZN,14094.85,363.5,270.2072539,93.29274611,14091.30829
RZ-147E-23I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,30,0.5,13.4,180,47,133,2.4,89.1,21.95,3.5,104.3,6.4,0.241,417.3,108.286,ZP,22492.47,550.3,432.780083,117.519917,22569.48133
RZ-147E-23X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,30,0.5,13.4,270,47,133,2.4,89.65,21.68,3.5,104.3,6.4,0.24,420,108.942,ZP,22638,553,434.5833333,118.4166667,22663.52083
RZ-147E-24I,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,30,0.5,13.4,180,58,177,3,133.1,21.95,3.5,104.3,6.3,0.16,628.7,160.788,ZQ,33886.93,805.7,651.875,153.825,33995.28125
RZ-147E-24X,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,30,0.5,13.4,270,58,177,3,133.65,21.68,3.5,104.3,6.3,0.16,631.3,161.445,ZQ,34027.07,808.3,651.875,156.425,33995.28125
RZ-147EI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,180,47,170,2.5,157,6.5,15.7,181.5,15.22,1.807,91.78,61.847,ZN,9049.508,261.78,100.4427227,161.3372773,9115.177089
RZ-147EX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2,12,0.25,15.3,270,47,170,2.5,157.5,6.25,15.7,181.5,15.21,1.801,92.08,62.042,ZN,9079.088,262.08,100.7773459,161.3026541,9145.544142
RZ-147FI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,24,0.45,27.8,180,20,55.6,1.3,23.1,16.25,7.851,123.7,9.93,2.083,55.65,23.159,ZL,3660.406575,111.25,59.38550168,51.86449832,3672.993279
RZ-147FX,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,24,0.45,27.8,270,20,55.6,1.3,23.65,15.97,7.851,123.7,9.82,2.029,57.12,23.673,ZL,3757.09656,112.72,60.9659931,51.7540069,3770.746673
RZ-147GI,Gutekunst,EN 10270-3-1.4310,1/1 Deutsche Oese,2.2,24,0.45,27.8,180,25,68.8,1.8,36.3,16.25,7.851,123.7,8.53,1.276,90.8,35.51,ZM,5972.4154,159.6,96.94357367,62.65642633,5995.960031
